EmployeeID,Gender,Age,Department,JobRole,ExperienceYears,Salary,Attrition
E0532,Female,31,HR,HR Executive,1,99657,No
E0533,Female,36,HR,HR Manager,19,83742,No
E0534,Female,47,HR,HR Executive,4,90874,No
E0535,Male,28,IT,Tech Lead,1,47627,No
E0536,Male,23,Sales,Sales Manager,5,39490,Yes
E0537,Female,41,IT,Tech Lead,21,85439,No
E0538,Male,40,IT,Intern,2,91813,No
E0539,Male,49,IT,Tech Lead,4,50595,Yes
E0540,Male,25,IT,Tech Lead,15,89144,Yes
E0541,Female,38,IT,Data Analyst,7,57833,No
E0542,Female,33,HR,HR Intern,13,66417,Yes
E0543,Male,24,HR,HR Intern,1,34877,No
E0544,Male,30,HR,HR Executive,5,78228,No
E0545,Male,42,Sales,Sales Manager,24,30631,No
E0546,Male,23,Sales,Sales Manager,18,62814,No
E0547,Female,44,Sales,Sales Executive,21,21721,Yes
E0548,Female,23,Sales,Sales Manager,12,41329,No
E0549,Male,36,Sales,Sales Manager,3,70600,No
E0550,Male,30,IT,Intern,5,73255,No
E0551,Male,38,HR,HR Manager,24,61585,No
E0552,Male,40,Finance,Finance Manager,1,79947,No
E0553,Female,45,Sales,Sales Manager,8,18870,No
E0554,Female,39,HR,HR Intern,5,45657,No
E0555,Male,44,Finance,Analyst,2,19299,Yes
E0556,Male,48,IT,Intern,16,25347,No
E0557,Female,25,HR,HR Intern,2,75719,No
E0558,Male,29,IT,Data Analyst,18,32831,No
E0559,Male,43,Sales,Sales Executive,0,60540,Yes
E0560,Male,25,IT,Tech Lead,5,83390,No
E0561,Female,49,Sales,Sales Manager,18,82435,No
E0562,Male,46,Sales,Sales Manager,16,64197,Yes
E0563,Male,39,Finance,Finance Manager,9,26688,Yes
E0564,Female,28,HR,HR Intern,2,49527,No
E0565,Male,35,Sales,Sales Manager,25,88751,No
E0566,Female,43,IT,Software Engineer,2,93733,Yes
E0567,Male,22,Finance,Accountant,0,46818,No
E0568,Female,46,Finance,Finance Manager,3,53395,Yes
E0569,Male,36,HR,HR Executive,10,53126,No
E0570,Female,37,Sales,Sales Manager,25,51440,No
E0571,Male,48,Finance,Accountant,23,86332,No
E0572,Male,38,IT,Software Engineer,13,93984,No
E0573,Male,45,HR,HR Intern,25,54067,Yes
E0574,Male,25,Finance,Accountant,21,32672,No
E0575,Male,24,HR,HR Manager,25,27705,No
E0576,Male,50,HR,HR Manager,22,86607,No
E0577,Male,35,HR,HR Intern,13,75467,No
E0578,Male,27,Finance,Accountant,10,51175,No
E0579,Male,26,IT,Software Engineer,14,88611,No
E0580,Male,38,Sales,Sales Manager,17,81617,No
E0581,Female,33,HR,HR Executive,10,54945,Yes
E0582,Female,28,Finance,Accountant,7,77580,No
E0583,Male,43,Sales,Sales Manager,20,58158,No
E0584,Male,39,IT,Software Engineer,25,63720,Yes
E0585,Male,48,IT,Intern,13,50061,No
E0586,Female,25,Sales,Sales Executive,16,81180,No
E0587,Male,39,HR,HR Intern,13,52502,Yes
E0588,Female,39,HR,HR Executive,14,23539,Yes
E0589,Male,47,Finance,Accountant,15,94242,No
E0590,Male,43,Sales,Sales Manager,24,63816,Yes
E0591,Female,34,HR,HR Intern,13,41201,No
E0592,Male,46,HR,HR Intern,6,45176,No
E0593,Male,42,HR,HR Manager,18,18779,No
E0594,Male,41,IT,Tech Lead,12,78370,No
E0595,Male,29,Finance,Finance Manager,7,74331,No
E0596,Male,48,Sales,Sales Manager,17,54266,No
E0597,Female,39,IT,Software Engineer,5,55833,No
E0598,Male,45,Finance,Accountant,0,67728,Yes
E0599,Male,39,HR,HR Manager,5,59234,Yes
E0600,Male,35,HR,HR Intern,19,23861,No
E0601,Male,44,IT,Data Analyst,21,60290,No
E0602,Female,24,Sales,Sales Executive,4,23009,No
E0603,Male,38,HR,HR Intern,20,48461,Yes
E0604,Female,30,Finance,Analyst,7,29342,No
E0605,Female,48,HR,HR Intern,5,53644,No
E0606,Male,34,HR,HR Executive,21,23775,No
E0607,Male,34,Finance,Finance Manager,12,58517,No
E0608,Male,40,IT,Data Analyst,4,60847,Yes
E0609,Male,38,IT,Software Engineer,10,84457,No
E0610,Female,35,HR,HR Executive,19,58925,Yes
E0611,Male,24,IT,Data Analyst,5,34639,Yes
E0612,Male,22,HR,HR Manager,19,89938,Yes
E0613,Female,44,HR,HR Manager,8,20827,Yes
E0614,Female,26,Finance,Accountant,24,66503,No
E0615,Female,39,HR,HR Intern,13,84666,No
E0616,Female,38,Sales,Sales Executive,19,74014,No
E0617,Female,44,HR,HR Intern,14,82705,No
E0618,Female,49,IT,Intern,2,29520,No
E0619,Female,42,Finance,Analyst,1,27258,No
E0620,Female,30,IT,Data Analyst,18,67165,Yes
E0621,Female,30,HR,HR Manager,13,30878,No
E0622,Male,44,Sales,Sales Executive,13,98513,No
E0623,Female,36,Finance,Finance Manager,17,71212,No
E0624,Female,49,Sales,Sales Executive,22,81960,No
E0625,Female,48,IT,Software Engineer,25,31987,Yes
E0626,Male,28,Sales,Sales Manager,11,80731,No
E0627,Female,23,IT,Data Analyst,19,67327,No
E0628,Female,24,IT,Intern,22,91787,No
E0629,Female,43,Finance,Finance Manager,18,19474,No
E0630,Female,49,IT,Intern,17,35363,No
E0631,Female,35,HR,HR Executive,22,52975,No
E0632,Male,32,Sales,Sales Manager,21,53177,Yes
E0633,Male,42,Sales,Sales Executive,23,40287,No
E0634,Male,30,HR,HR Executive,0,93676,No
E0635,Male,50,Sales,Sales Manager,23,19077,Yes
E0636,Female,35,Finance,Analyst,8,42989,Yes
E0637,Female,40,HR,HR Intern,6,89928,Yes
E0638,Male,23,Finance,Analyst,10,98773,Yes
E0639,Female,37,Finance,Analyst,9,57957,No
E0640,Female,22,HR,HR Executive,23,96641,No
E0641,Male,45,Finance,Analyst,22,92412,Yes
E0642,Female,46,IT,Tech Lead,1,83280,No
E0643,Female,26,HR,HR Manager,5,39787,No
E0644,Female,43,Sales,Sales Manager,25,49122,No
E0645,Female,43,IT,Tech Lead,5,62031,No
E0646,Female,44,Sales,Sales Manager,24,27393,Yes
E0647,Male,26,Finance,Accountant,15,58206,No
E0648,Male,32,Finance,Finance Manager,16,25718,No
E0649,Female,43,IT,Tech Lead,21,68391,No
E0650,Male,30,IT,Data Analyst,20,43557,Yes
E0651,Male,46,Sales,Sales Manager,13,72706,No
E0652,Male,48,IT,Tech Lead,6,55654,No
E0653,Female,39,IT,Tech Lead,19,86688,No
E0654,Female,43,IT,Software Engineer,22,99223,No
E0655,Female,38,Finance,Analyst,22,21193,No
E0656,Male,34,IT,Software Engineer,2,29097,No
E0657,Male,46,Sales,Sales Manager,7,61826,Yes
E0658,Female,31,IT,Software Engineer,7,29816,Yes
E0659,Male,38,Finance,Finance Manager,14,24796,No
E0660,Female,49,Finance,Accountant,16,56480,Yes
E0661,Female,47,HR,HR Intern,7,44398,No
E0662,Male,33,Sales,Sales Manager,14,77900,Yes
E0663,Female,39,Sales,Sales Executive,17,86589,Yes
E0664,Male,45,HR,HR Manager,23,39684,No
E0665,Female,42,Sales,Sales Manager,8,86242,No
E0666,Male,28,IT,Data Analyst,6,55259,Yes
E0667,Male,38,HR,HR Executive,15,46318,No
E0668,Male,36,Sales,Sales Manager,24,73442,No
E0669,Female,26,IT,Tech Lead,8,91159,Yes
E0670,Male,40,HR,HR Executive,3,35396,No
E0671,Male,39,IT,Data Analyst,9,25162,No
E0672,Female,28,Sales,Sales Executive,1,32624,Yes
E0673,Female,40,Sales,Sales Manager,6,51704,No
E0674,Male,23,IT,Data Analyst,15,47313,No
E0675,Female,43,IT,Tech Lead,25,28971,No
E0676,Male,25,Sales,Sales Manager,6,84694,No
E0677,Male,41,Finance,Finance Manager,20,75455,Yes
E0678,Female,25,HR,HR Manager,24,42220,No
E0679,Female,39,Finance,Accountant,22,25056,No
E0680,Female,38,HR,HR Intern,14,80890,No
E0681,Male,43,Sales,Sales Executive,20,22678,No
E0682,Female,45,IT,Data Analyst,24,53193,No
E0683,Male,45,Sales,Sales Manager,16,80393,No
E0684,Male,44,Sales,Sales Manager,1,30660,No
E0685,Female,35,IT,Intern,5,70226,No
E0686,Male,32,Finance,Finance Manager,1,31530,No
E0687,Male,39,HR,HR Executive,14,52913,No
E0688,Female,28,Sales,Sales Manager,15,63896,No
E0689,Male,39,IT,Software Engineer,9,36312,No
E0690,Female,44,Sales,Sales Executive,6,68486,No
E0691,Female,47,HR,HR Manager,25,23927,No
E0692,Male,39,HR,HR Manager,16,66597,Yes
E0693,Male,31,Sales,Sales Executive,21,69214,Yes
E0694,Male,44,Sales,Sales Manager,23,91128,Yes
E0695,Male,28,Finance,Analyst,14,76970,No
E0696,Male,41,IT,Intern,6,26331,Yes
E0697,Male,47,IT,Software Engineer,12,51811,No
E0698,Female,39,IT,Intern,25,20968,No
E0699,Female,45,Finance,Finance Manager,11,70577,No
E0700,Male,26,HR,HR Intern,18,27300,No
E0701,Female,43,Finance,Finance Manager,0,91375,No
E0702,Male,49,HR,HR Intern,21,54380,No
E0703,Female,32,Finance,Finance Manager,11,21416,No
E0704,Male,36,Sales,Sales Manager,17,87289,No
E0705,Female,46,Sales,Sales Executive,18,51181,No
E0706,Male,33,IT,Intern,19,18458,Yes
E0707,Male,27,Finance,Analyst,11,92823,Yes
E0708,Female,35,Sales,Sales Manager,2,54523,No
E0709,Male,31,IT,Tech Lead,19,90597,No
E0710,Male,29,Finance,Analyst,12,96889,No
E0711,Female,28,Sales,Sales Executive,1,25785,No
E0712,Male,26,Finance,Analyst,20,30129,No
E0713,Female,43,HR,HR Manager,7,66064,No
E0714,Female,27,Finance,Analyst,6,89062,No
E0715,Male,36,Finance,Analyst,9,83522,No
E0716,Male,33,Finance,Analyst,7,81202,No
E0717,Male,36,Finance,Finance Manager,25,83541,No
E0718,Male,40,HR,HR Executive,25,56907,Yes
E0719,Female,22,Sales,Sales Manager,9,60870,No
E0720,Male,50,Finance,Analyst,17,82258,No
E0721,Female,35,HR,HR Intern,22,21096,Yes
E0722,Female,35,Sales,Sales Executive,15,54852,No
E0723,Male,38,IT,Tech Lead,0,57395,No
E0724,Male,28,IT,Data Analyst,19,21597,No
E0725,Male,42,HR,HR Intern,25,67682,Yes
E0726,Female,30,Finance,Analyst,18,50145,Yes
E0727,Male,30,Sales,Sales Manager,6,65378,No
E0728,Male,26,IT,Data Analyst,22,57757,No
E0729,Male,29,Finance,Finance Manager,19,21468,No
E0730,Female,41,Finance,Finance Manager,14,48378,Yes
E0731,Female,36,Finance,Analyst,0,90373,No
E0732,Female,38,IT,Data Analyst,8,70248,No
E0733,Male,45,IT,Intern,18,85887,Yes
E0734,Male,31,Sales,Sales Executive,0,38119,Yes
E0735,Female,41,IT,Intern,23,92081,No
E0736,Male,24,Finance,Finance Manager,22,63801,No
E0737,Male,30,IT,Software Engineer,12,53387,No
E0738,Female,22,Finance,Finance Manager,25,75950,No
E0739,Female,24,IT,Software Engineer,11,77201,No
E0740,Male,24,Sales,Sales Executive,16,59644,No
E0741,Female,29,HR,HR Intern,3,68879,No
E0742,Female,39,Sales,Sales Manager,18,90886,Yes
E0743,Male,40,Sales,Sales Manager,15,36496,No
E0744,Male,39,HR,HR Executive,12,74723,No
E0745,Female,25,IT,Software Engineer,16,34008,No
E0746,Male,29,Sales,Sales Manager,0,66679,No
E0747,Female,30,Finance,Analyst,20,71431,No
E0748,Female,42,HR,HR Manager,20,75489,No
E0749,Male,31,HR,HR Intern,2,74700,No
E0750,Male,50,Sales,Sales Executive,16,72981,No
E0751,Female,48,HR,HR Manager,4,20350,No
E0752,Female,31,HR,HR Intern,16,82257,No
E0753,Female,29,Sales,Sales Executive,13,86907,Yes
E0754,Female,41,IT,Software Engineer,14,91333,No
E0755,Female,45,Finance,Analyst,23,53030,No
E0756,Female,48,HR,HR Executive,15,29053,No
E0757,Female,23,IT,Data Analyst,11,88820,No
E0758,Female,23,IT,Software Engineer,7,46679,Yes
E0759,Male,48,Sales,Sales Executive,21,76395,No
E0760,Female,30,IT,Software Engineer,1,43990,No
E0761,Male,41,Finance,Accountant,7,32718,No
E0762,Female,24,Sales,Sales Executive,18,81179,Yes
E0763,Female,34,HR,HR Intern,25,75463,No
E0764,Male,47,Sales,Sales Manager,9,48851,No
E0765,Female,30,IT,Intern,12,56491,Yes
E0766,Female,40,IT,Tech Lead,17,97728,No
E0767,Male,24,IT,Software Engineer,4,57061,No
E0768,Male,48,Sales,Sales Manager,11,84497,No
E0769,Female,31,Sales,Sales Manager,21,93698,No
E0770,Female,48,Sales,Sales Manager,16,62107,No
E0771,Female,26,Finance,Finance Manager,22,84420,No
E0772,Male,40,IT,Software Engineer,22,19459,No
E0773,Female,36,IT,Data Analyst,25,88766,No
E0774,Female,39,IT,Intern,17,96470,No
E0775,Male,30,Finance,Accountant,15,50159,Yes
E0776,Female,38,HR,HR Intern,0,85532,Yes
E0777,Male,32,Finance,Finance Manager,7,66371,No
E0778,Female,33,Sales,Sales Executive,15,71288,No
E0779,Male,34,Sales,Sales Manager,18,92237,No
E0780,Female,48,Finance,Finance Manager,9,61670,Yes
E0781,Male,34,IT,Software Engineer,25,95040,No
E0782,Female,46,Finance,Analyst,19,19598,No
E0783,Male,27,Sales,Sales Manager,8,52126,No
E0784,Female,41,Sales,Sales Executive,15,70496,No
E0785,Female,31,HR,HR Manager,9,82147,No
E0786,Female,40,HR,HR Intern,8,41353,Yes
E0787,Female,44,Sales,Sales Manager,12,83191,No
E0788,Male,33,IT,Intern,23,40471,No
E0789,Female,30,Sales,Sales Manager,17,49532,Yes
E0790,Female,47,HR,HR Intern,16,20096,No
E0791,Male,23,HR,HR Manager,12,51178,Yes
E0792,Female,39,Finance,Finance Manager,3,82815,Yes
E0793,Female,35,HR,HR Intern,19,46281,No
E0794,Male,35,HR,HR Intern,10,68996,Yes
E0795,Male,32,Finance,Analyst,18,36800,No
E0796,Female,47,IT,Software Engineer,11,68766,No
E0797,Female,45,IT,Tech Lead,1,61945,No
E0798,Male,36,Finance,Analyst,18,33911,Yes
E0799,Male,47,HR,HR Intern,7,70652,No
E0800,Male,24,Finance,Accountant,11,26475,No
E0801,Male,43,Sales,Sales Manager,0,31091,No
E0802,Male,34,Sales,Sales Executive,1,54415,No
E0803,Male,36,Sales,Sales Manager,19,74451,Yes
E0804,Male,34,Sales,Sales Executive,23,43323,No
E0805,Female,37,Finance,Analyst,19,22865,No
E0806,Female,49,IT,Tech Lead,2,82625,No
E0807,Male,30,Sales,Sales Executive,1,36526,Yes
E0808,Male,24,Sales,Sales Manager,2,69612,No
E0809,Male,22,Sales,Sales Manager,3,23175,No
E0810,Female,37,IT,Intern,7,60155,No
E0811,Female,47,Sales,Sales Manager,18,86872,No
E0812,Female,45,IT,Software Engineer,21,99639,No
E0813,Male,22,Finance,Analyst,19,21851,No
E0814,Female,23,Finance,Analyst,5,31318,Yes
E0815,Male,34,Finance,Analyst,19,40024,Yes
E0816,Female,28,Sales,Sales Executive,10,62922,No
E0817,Female,27,HR,HR Manager,7,30164,Yes
E0818,Male,38,IT,Tech Lead,25,40924,No
E0819,Female,44,IT,Data Analyst,25,57284,No
E0820,Female,35,Sales,Sales Executive,10,89719,No
E0821,Male,40,Sales,Sales Executive,1,18777,Yes
E0822,Female,25,HR,HR Intern,5,43158,Yes
E0823,Female,37,Finance,Accountant,16,53475,No
E0824,Female,50,Sales,Sales Executive,13,56793,No
E0825,Female,38,IT,Intern,5,57465,No
E0826,Female,36,Sales,Sales Manager,10,79185,No
E0827,Male,32,HR,HR Manager,20,47693,No
E0828,Female,33,IT,Software Engineer,7,80668,Yes
E0829,Female,26,Sales,Sales Manager,11,81229,No
E0830,Female,39,HR,HR Intern,3,55222,No
E0831,Male,50,IT,Intern,18,53432,No
E0832,Female,48,IT,Tech Lead,10,23731,No
E0833,Male,49,IT,Intern,15,34322,No
E0834,Male,22,Finance,Accountant,24,62834,No
E0835,Female,46,IT,Tech Lead,21,19182,No
E0836,Female,44,IT,Data Analyst,11,54885,No
E0837,Male,45,Sales,Sales Manager,12,91838,No
E0838,Female,48,Finance,Finance Manager,5,57570,No
E0839,Male,46,IT,Data Analyst,18,83024,No
E0840,Male,39,HR,HR Executive,3,56807,No
E0841,Male,48,HR,HR Manager,23,75922,No
E0842,Female,27,Finance,Analyst,9,69613,No
E0843,Female,39,HR,HR Executive,18,60559,No
E0844,Female,50,Finance,Finance Manager,19,62807,No
E0845,Male,30,Sales,Sales Manager,22,25372,No
E0846,Male,35,Finance,Finance Manager,19,59906,No
E0847,Male,37,Finance,Finance Manager,24,61747,Yes
E0848,Female,47,Finance,Finance Manager,21,26229,No
E0849,Male,31,Finance,Accountant,8,83625,No
E0850,Female,26,IT,Data Analyst,19,57035,No
E0851,Male,39,HR,HR Executive,8,28906,No
E0852,Female,33,Finance,Accountant,4,36640,Yes
E0853,Male,42,HR,HR Manager,1,18573,Yes
E0854,Male,43,HR,HR Executive,7,77469,No
E0855,Male,49,Sales,Sales Manager,0,46291,No
E0856,Female,45,IT,Software Engineer,25,30787,No
E0857,Male,35,HR,HR Executive,1,37915,No
E0858,Male,50,IT,Data Analyst,12,55353,No
E0859,Male,34,Sales,Sales Executive,4,29298,Yes
E0860,Male,25,Sales,Sales Executive,4,48379,No
E0861,Male,37,Finance,Analyst,24,54102,No
E0862,Male,33,Sales,Sales Executive,21,43212,No
E0863,Male,50,IT,Data Analyst,6,55929,Yes
E0864,Female,44,IT,Intern,15,69089,No
E0865,Female,35,HR,HR Executive,11,97120,No
E0866,Male,27,IT,Software Engineer,2,52128,No
E0867,Male,22,Sales,Sales Manager,10,39491,No
E0868,Female,40,HR,HR Manager,17,33202,Yes
E0869,Male,43,Sales,Sales Executive,23,33794,No
E0870,Female,25,HR,HR Intern,25,64473,Yes
E0871,Male,39,HR,HR Intern,20,96336,No
E0872,Male,26,Sales,Sales Manager,13,61556,No
E0873,Male,38,IT,Data Analyst,23,74931,No
E0874,Male,38,IT,Software Engineer,22,96838,No
E0875,Female,28,HR,HR Executive,18,65653,No
E0876,Female,28,IT,Tech Lead,10,71513,No
E0877,Female,26,HR,HR Executive,20,48941,No
E0878,Male,39,Finance,Analyst,1,77787,No
E0879,Female,41,Sales,Sales Executive,22,92832,No
E0880,Male,45,HR,HR Executive,5,88629,No
E0881,Female,40,HR,HR Intern,23,78488,No
E0882,Male,37,Sales,Sales Executive,19,74206,No
E0883,Male,23,HR,HR Intern,7,33210,No
E0884,Female,22,Sales,Sales Manager,16,42876,Yes
E0885,Male,47,Sales,Sales Manager,17,54657,Yes
E0886,Female,32,Sales,Sales Manager,10,23153,No
E0887,Male,27,IT,Software Engineer,12,66929,No
E0888,Male,38,Finance,Analyst,11,52803,No
E0889,Male,31,IT,Intern,0,82173,No
E0890,Female,43,IT,Software Engineer,1,32492,Yes
E0891,Female,26,Finance,Accountant,14,72296,No
E0892,Male,26,HR,HR Executive,20,24626,No
E0893,Female,45,IT,Tech Lead,13,22858,No
E0894,Female,22,Finance,Finance Manager,25,27928,Yes
E0895,Male,47,Sales,Sales Executive,0,21747,No
E0896,Female,45,IT,Software Engineer,6,18414,No
E0897,Female,24,IT,Software Engineer,3,91809,Yes
E0898,Female,48,Finance,Analyst,18,46618,No
E0899,Female,28,Sales,Sales Manager,4,80442,No
E0900,Male,39,Finance,Accountant,10,86289,No
E0901,Male,49,HR,HR Manager,11,72072,Yes
E0902,Male,44,Sales,Sales Manager,12,87508,No
E0903,Male,25,IT,Software Engineer,10,89870,No
E0904,Female,37,Finance,Finance Manager,12,69245,Yes
E0905,Male,47,Finance,Accountant,6,78261,Yes
E0906,Male,32,IT,Tech Lead,0,83559,Yes
E0907,Female,29,HR,HR Manager,7,34634,Yes
E0908,Female,41,IT,Tech Lead,9,24805,Yes
E0909,Male,25,Sales,Sales Executive,25,70017,No
E0910,Female,32,IT,Intern,25,58752,No
E0911,Female,32,Sales,Sales Executive,11,51748,Yes
E0912,Male,46,Sales,Sales Executive,17,98187,No
E0913,Female,39,Sales,Sales Manager,7,79329,No
E0914,Male,44,Sales,Sales Executive,19,66445,Yes
E0915,Female,50,Sales,Sales Manager,0,76474,No
E0916,Male,35,IT,Software Engineer,18,39966,Yes
E0917,Female,29,Sales,Sales Executive,11,54628,No
E0918,Male,34,Finance,Accountant,2,24605,No
E0919,Female,45,IT,Intern,23,20840,No
E0920,Male,47,HR,HR Intern,16,66232,No
E0921,Female,49,Sales,Sales Executive,24,28994,No
E0922,Female,23,Sales,Sales Manager,0,92246,No
E0923,Female,43,Sales,Sales Executive,12,73483,No
E0924,Male,48,HR,HR Intern,1,89893,No
E0925,Male,26,Finance,Analyst,19,27972,No
E0926,Female,33,Finance,Finance Manager,17,89102,No
E0927,Female,24,Sales,Sales Executive,24,19384,No
E0928,Female,47,IT,Tech Lead,19,26527,Yes
E0929,Male,50,Finance,Accountant,3,41133,Yes
E0930,Female,40,Finance,Finance Manager,11,57725,No
E0931,Female,29,HR,HR Intern,6,73342,No
E0932,Male,36,Finance,Finance Manager,2,70662,No
E0933,Male,29,Sales,Sales Manager,20,75172,No
E0934,Male,48,Sales,Sales Manager,6,83761,No
E0935,Male,42,Sales,Sales Executive,24,73073,No
E0936,Male,49,Finance,Accountant,20,22402,No
E0937,Female,48,HR,HR Intern,25,67307,No
E0938,Male,36,IT,Software Engineer,19,81119,No
E0939,Female,34,Sales,Sales Executive,12,58349,No
E0940,Male,32,Finance,Accountant,2,71751,No
E0941,Male,35,IT,Intern,6,48608,Yes
E0942,Male,35,Finance,Accountant,0,53171,No
E0943,Male,30,Finance,Finance Manager,22,63375,Yes
E0944,Male,25,Sales,Sales Executive,9,96949,Yes
E0945,Female,36,Finance,Finance Manager,4,85321,Yes
E0946,Male,49,Sales,Sales Executive,13,23230,Yes
E0947,Female,28,IT,Tech Lead,24,88837,No
E0948,Female,42,Sales,Sales Manager,10,83142,No
E0949,Male,48,Sales,Sales Executive,18,31706,No
E0950,Female,27,IT,Software Engineer,9,27957,No
E0951,Male,36,Sales,Sales Manager,24,86950,No
E0952,Male,26,IT,Intern,19,19862,Yes
E0953,Male,45,HR,HR Executive,20,41546,No
E0954,Male,35,Sales,Sales Executive,13,96891,No
E0955,Female,38,Sales,Sales Executive,17,22978,Yes
E0956,Male,36,Finance,Finance Manager,16,74045,No
E0957,Female,29,Sales,Sales Manager,2,78823,No
E0958,Female,26,Sales,Sales Manager,15,52122,No
E0959,Male,22,HR,HR Manager,20,48472,No
E0960,Female,38,IT,Intern,5,22452,Yes
E0961,Female,43,IT,Data Analyst,16,49258,No
E0962,Male,49,Finance,Accountant,23,36598,Yes
E0963,Male,39,IT,Software Engineer,15,27402,Yes
E0964,Female,28,IT,Software Engineer,7,45651,No
E0965,Male,44,HR,HR Intern,16,28320,Yes
E0966,Female,26,IT,Software Engineer,0,99702,No
E0967,Female,48,HR,HR Manager,22,42690,No
E0968,Male,46,Sales,Sales Manager,12,45922,No
E0969,Male,50,Finance,Analyst,6,33119,Yes
E0970,Male,38,Sales,Sales Executive,18,90989,Yes
E0971,Male,25,HR,HR Intern,17,58335,No
E0972,Female,22,Finance,Finance Manager,14,82708,No
E0973,Male,50,Sales,Sales Manager,24,56422,Yes
E0974,Male,40,Sales,Sales Executive,5,96214,Yes
E0975,Male,36,Sales,Sales Manager,18,76123,No
E0976,Male,23,Finance,Accountant,21,38444,Yes
E0977,Female,23,IT,Tech Lead,6,84978,No
E0978,Male,34,Finance,Finance Manager,25,51595,No
E0979,Female,45,Sales,Sales Executive,21,44372,Yes
E0980,Female,24,HR,HR Manager,7,90055,No
E0981,Female,47,Finance,Finance Manager,16,64447,Yes
E0982,Female,34,IT,Data Analyst,22,90639,No
E0983,Male,40,HR,HR Manager,17,91563,Yes
E0984,Female,33,HR,HR Intern,6,25151,No
E0985,Male,25,HR,HR Executive,12,67986,Yes
E0986,Female,24,IT,Software Engineer,15,82647,No
E0987,Female,25,IT,Intern,2,67542,No
E0988,Female,29,Finance,Analyst,21,31594,No
E0989,Female,34,HR,HR Manager,14,46027,No
E0990,Male,48,Sales,Sales Manager,15,92611,No
E0991,Male,49,Sales,Sales Executive,11,29482,No
E0992,Female,45,Sales,Sales Executive,10,71406,No
E0993,Female,33,Finance,Finance Manager,19,58744,No
E0994,Female,31,Finance,Finance Manager,1,89175,No
E0995,Male,38,IT,Data Analyst,4,85240,No
E0996,Male,23,HR,HR Executive,13,33317,No
E0997,Male,24,HR,HR Executive,10,98923,Yes
E0998,Female,26,Finance,Accountant,1,60915,No
E0999,Female,46,Sales,Sales Executive,1,86462,Yes
E1000,Female,43,Sales,Sales Executive,15,56348,No
